TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,HAZARDRATING,VIOLLUMP
SHEN-AGNP8P,20170815,Follow-Up,0,2,Low,"208,Not Critical,Foods obtained from unapproved sources [s. 11],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AGNP8P,20170814,Routine,2,2,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AGNP8P,20170201,Follow-Up,0,0,Low,
SHEN-AGNP8P,20170131,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-AGNP8P,20170130,Routine,3,1,High,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AGNP8P,20161103,Routine,0,1,Low,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat"
SHEN-AGNP8P,20161006,Follow-Up,0,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
SDFO-888NXA,20190412,Routine,0,1,Low,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
SDFO-888NXA,20180405,Routine,0,0,Low,
SDFO-888NXA,20170407,Routine,0,0,Low,
SWOD-9YXP6Z,20190508,Routine,0,0,Low,
SWOD-9YXP6Z,20180515,Follow-Up,0,0,Low,
SWOD-9YXP6Z,20180514,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
SWOD-9YXP6Z,20170905,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|502,Not Critical,In operator???s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
SWOD-9YXP6Z,20160920,Routine,0,0,Low,
SWOD-AHBPCH,20190708,Follow-Up,0,0,Low,
SWOD-AHBPCH,20190610,Routine,1,3,Low,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|314,Not Critical,Operator has not provided acceptable written sanitation procedures [s. 24],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
SWOD-AHBPCH,20180426,Routine,0,0,Low,
SWOD-AHBPCH,20170620,Routine,0,0,Low,
SWOD-AHBPCH,20170317,Routine,0,0,Low,
SPLH-9KJPHF,20200113,Routine,0,2,Low,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
SPLH-9KJPHF,20190822,Follow-Up,0,0,Low,
SPLH-9KJPHF,20190821,Routine,3,2,High,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SPLH-9KJPHF,20190322,Routine,1,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
SPLH-9KJPHF,20180817,Follow-Up,1,2,Low,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat"
SPLH-9KJPHF,20180808,Routine,2,3,Moderate,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SPLH-9KJPHF,20180213,Routine,2,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SPLH-9KJPHF,20170501,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
SPLH-9KJPHF,20161124,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|502,Not Critical,In operator???s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
MARO-B23LQB,20191202,Follow-Up,0,0,Low,
MARO-B23LQB,20191125,Routine,2,2,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
MARO-B23LQB,20190624,Follow-Up,0,0,Low,
MARO-B23LQB,20190617,Routine,2,1,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
MARO-B23LQB,20181015,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
MARO-B23LQB,20180411,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A019941    ,20200121,Routine,0,0,Low,
A019941    ,20190814,Routine,1,0,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat"
A019941    ,20190306,Routine,0,0,Low,
A019941    ,20180627,Routine,0,0,Low,
A019941    ,20180215,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
A019941    ,20170719,Routine,0,2,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat"
A019941    ,20161024,Routine,0,1,Low,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat"
LCAL-7FFQXD,20200309,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
LCAL-7FFQXD,20191125,Follow-Up,0,0,Low,
LCAL-7FFQXD,20191024,Routine,0,3,Low,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
LCAL-7FFQXD,20180910,Routine,0,0,Low,
LCAL-7FFQXD,20180905,Follow-Up,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
LCAL-7FFQXD,20180829,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
LCAL-7FFQXD,20180131,Routine,0,0,Low,
LCAL-7FFQXD,20170831,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
LCAL-7FFQXD,20170125,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
LCAL-7FFQXD,20161013,Follow-Up,0,0,Low,
LCAL-7FFQXD,20160926,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7KMPWY,20200214,Routine,4,2,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
GEDS-7KMPWY,20191104,Follow-Up,0,3,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
GEDS-7KMPWY,20191011,Routine,0,3,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
GEDS-7KMPWY,20190319,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
GEDS-7KMPWY,20181218,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat"
GEDS-7KMPWY,20180112,Routine,0,0,Low,
GEDS-7KMPWY,20170727,Follow-Up,0,0,Low,
GEDS-7KMPWY,20170725,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
GEDS-7KMPWY,20170220,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
GEDS-7KMPWY,20160728,Routine,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HCAR-BQ9U6G,20200515,Follow-Up,0,0,Low,
A019364    ,20191216,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
A019364    ,20190619,Routine,0,0,Low,
A019364    ,20190108,Routine,0,0,Low,
A019364    ,20180821,Routine,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
A019364    ,20171101,Routine,0,0,Low,
A019364    ,20170530,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A019364    ,20170119,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
A019364    ,20160804,Routine,0,0,Low,
A020396    ,20191210,Routine,0,2,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A020396    ,20190704,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A020396    ,20190123,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
A020396    ,20180814,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
A020396    ,20180206,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A020396    ,20170706,Follow-Up,0,0,Low,
A020396    ,20170705,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
A020396    ,20170201,Routine,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
A019000    ,20200206,Follow-Up,0,0,Low,
A019000    ,20200205,Routine,3,2,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
A019000    ,20191028,Follow-Up,0,0,Low,
A019000    ,20190918,Routine,1,3,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
A019000    ,20190201,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
A019000    ,20190116,Routine,2,4,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
A019000    ,20180824,Follow-Up,0,0,Low,
A019000    ,20180621,Follow-Up,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat"
A019000    ,20180620,Routine,3,3,High,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A019000    ,20171108,Follow-Up,0,0,Low,
A019000    ,20171103,Routine,2,4,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
